timestamp,label,exclusion_set,metric_path,source_path,destination_path,status
20260706_025134,no_post_sa_3mlp_gelu,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_025134_1403982parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_025134_1403982parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_gelu/groups_CRAL-TRIO/train20260706_025134_1403982parameters_4_8_4_0.0001_16_64,exists
20260706_145733,no_post_sa_mlp_3mlp_lipid_isomers,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_145733_1403982parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_145733_1403982parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_3mlp_lipid_isomers/groups_CRAL-TRIO/train20260706_145733_1403982parameters_4_8_0_0.0001_16_64,exists
20260706_145748,no_post_sa_mlp_3mlp_lipid_isomers,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_145748_1403982parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_145748_1403982parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_3mlp_lipid_isomers/groups_CRAL-TRIO/train20260706_145748_1403982parameters_4_8_1_0.0001_16_64,exists
20260706_145749,no_post_sa_mlp_3mlp_lipid_isomers,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_145749_1403982parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_145749_1403982parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_3mlp_lipid_isomers/groups_CRAL-TRIO/train20260706_145749_1403982parameters_4_8_3_0.0001_16_64,exists
20260706_145749,no_post_sa_mlp_3mlp_lipid_isomers,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_145749_1403982parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_145749_1403982parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_3mlp_lipid_isomers/groups_CRAL-TRIO/train20260706_145749_1403982parameters_4_8_4_0.0001_16_64,exists
20260706_145752,no_post_sa_mlp_3mlp_lipid_isomers,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_145752_1403982parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_145752_1403982parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_3mlp_lipid_isomers/groups_CRAL-TRIO/train20260706_145752_1403982parameters_4_8_2_0.0001_16_64,exists
20260706_223707,no_post_sa_4mlp,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_223707_1798734parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_223707_1798734parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_4mlp/groups_CRAL-TRIO/train20260706_223707_1798734parameters_4_8_0_0.0001_16_64,exists
20260706_223711,no_post_sa_4mlp,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_223711_1798734parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_223711_1798734parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_4mlp/groups_CRAL-TRIO/train20260706_223711_1798734parameters_4_8_1_0.0001_16_64,exists
20260706_223723,no_post_sa_4mlp,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_223723_1798734parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_223723_1798734parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_4mlp/groups_CRAL-TRIO/train20260706_223723_1798734parameters_4_8_2_0.0001_16_64,exists
20260706_223723,no_post_sa_4mlp,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_223723_1798734parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_223723_1798734parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_4mlp/groups_CRAL-TRIO/train20260706_223723_1798734parameters_4_8_4_0.0001_16_64,exists
20260706_223727,no_post_sa_4mlp,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260706_223727_1798734parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260706_223727_1798734parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_4mlp/groups_CRAL-TRIO/train20260706_223727_1798734parameters_4_8_3_0.0001_16_64,exists
20260707_025938,no_post_sa_3mlp_meanpool,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_025938_1403982parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_025938_1403982parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_meanpool/groups_CRAL-TRIO/train20260707_025938_1403982parameters_4_8_0_0.0001_16_64,exists
20260707_030221,no_post_sa_3mlp_meanpool,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_030221_1403982parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_030221_1403982parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_meanpool/groups_CRAL-TRIO/train20260707_030221_1403982parameters_4_8_1_0.0001_16_64,exists
20260707_030904,no_post_sa_3mlp_meanpool,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_030904_1403982parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_030904_1403982parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_meanpool/groups_CRAL-TRIO/train20260707_030904_1403982parameters_4_8_2_0.0001_16_64,exists
20260707_033904,no_post_sa_3mlp_meanpool,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_033904_1403982parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_033904_1403982parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_meanpool/groups_CRAL-TRIO/train20260707_033904_1403982parameters_4_8_3_0.0001_16_64,exists
20260707_034604,no_post_sa_3mlp_meanpool,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_034604_1403982parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_034604_1403982parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_meanpool/groups_CRAL-TRIO/train20260707_034604_1403982parameters_4_8_4_0.0001_16_64,exists
20260707_102605,no_post_sa_3mlp_addpool,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_102605_1403982parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_102605_1403982parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_addpool/groups_CRAL-TRIO/train20260707_102605_1403982parameters_4_8_4_0.0001_16_64,exists
20260707_102606,no_post_sa_3mlp_addpool,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_102606_1403982parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_102606_1403982parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_addpool/groups_CRAL-TRIO/train20260707_102606_1403982parameters_4_8_0_0.0001_16_64,exists
20260707_102606,no_post_sa_3mlp_addpool,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_102606_1403982parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_102606_1403982parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_addpool/groups_CRAL-TRIO/train20260707_102606_1403982parameters_4_8_1_0.0001_16_64,exists
20260707_102606,no_post_sa_3mlp_addpool,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_102606_1403982parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_102606_1403982parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_addpool/groups_CRAL-TRIO/train20260707_102606_1403982parameters_4_8_2_0.0001_16_64,exists
20260707_102606,no_post_sa_3mlp_addpool,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_102606_1403982parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_102606_1403982parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_addpool/groups_CRAL-TRIO/train20260707_102606_1403982parameters_4_8_3_0.0001_16_64,exists
20260707_210827,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_210827_1411151parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_210827_1411151parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260707_210827_1411151parameters_4_8_0_0.0001_16_64,exists
20260707_213056,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_213056_1411151parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_213056_1411151parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260707_213056_1411151parameters_4_8_1_0.0001_16_64,exists
20260707_213533,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_213533_1411151parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_213533_1411151parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260707_213533_1411151parameters_4_8_2_0.0001_16_64,exists
20260707_213645,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_213645_1411151parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_213645_1411151parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260707_213645_1411151parameters_4_8_3_0.0001_16_64,exists
20260707_213722,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260707_213722_1411151parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260707_213722_1411151parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260707_213722_1411151parameters_4_8_4_0.0001_16_64,exists
20260708_050532,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260708_050532_757256parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260708_050532_757256parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260708_050532_757256parameters_4_8_0_0.0001_16_64,exists
20260708_052554,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260708_052554_757256parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260708_052554_757256parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260708_052554_757256parameters_4_8_1_0.0001_16_64,exists
20260708_053337,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260708_053337_757256parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260708_053337_757256parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260708_053337_757256parameters_4_8_2_0.0001_16_64,exists
20260708_061109,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260708_061109_757256parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260708_061109_757256parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260708_061109_757256parameters_4_8_3_0.0001_16_64,exists
20260708_061326,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260708_061326_757256parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260708_061326_757256parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260708_061326_757256parameters_4_8_4_0.0001_16_64,exists
20260708_061434,unknown_label,groups_CRAL-TRIO,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/test_metrics_20260708_061434_1403982parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_CRAL-TRIO/train20260708_061434_1403982parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_CRAL-TRIO/train20260708_061434_1403982parameters_4_8_0_0.0001_16_64,exists
